,player_name,player_id,season,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
44,Khris Middleton,middlkh01,2023,2129,974,2.687242964869093,-0.6348643248850994,2.052378639983995,1.40030375661864,2.83410861819593,4.234412374814569,2.564404358036372,0.0259655976679097,2.590369955704281,2.702142034800942,2.228121027771859,0.4740210070290832,2.793681572540687,-1.327840831222369,1.465840741318319,1.300099330531507
45,Ja Morant,moranja01,2023,4560,2135,5.194588879650632,0.5393889104299279,5.733977790080561,0.3968395516647503,2.678593123208297,3.075432674873047,4.486401254949976,0.9762441551333376,5.462645410083313,9.04794983373319,8.390999268507285,0.6569505652259049,3.42653129223706,1.03307072694775,4.45960201918481,0.9376947321068656
46,Josh Okogie,okogijo01,2023,3196,1525,-0.2293114426076514,3.195040453590872,2.96572901098322,-0.8585113287055529,2.091649457133836,1.233138128428283,-0.381368232687086,3.143219104759417,2.761850872072331,4.309246421862873,4.473974490702712,-0.1647280688398385,-0.5042871648571414,2.770242154993892,2.265954990136751,0.5939380754556833
47,Onyeka Okongwu,okongon01,2023,4198,1980,-0.679728270678068,0.82610267735732,0.1463744066792521,1.565282177193938,1.418382175533428,2.983664352727367,-0.2776843213482702,1.013610723669296,0.735926402321026,3.506794564442453,3.503695238345988,0.0030993260964649,0.2444723964770337,0.7102188684230935,0.9546912649001272,-0.4490242542817525
48,Kelly Olynyk,olynyke01,2023,4082,1942,-0.2479688526946172,0.8184409097710216,0.5704720570764044,1.869626670595802,-0.9850672348996992,0.8845594356961025,0.1677127796188575,0.5308156751571129,0.6985284547759705,3.445582644777936,3.445582644777936,0.0,0.242146045696368,0.9085675990281312,1.150713644724499,0.8493307485049094
49,Cedi Osman,osmande01,2023,3332,1641,0.2415128804159867,0.3068476243196773,0.5483605047356641,-0.1870992419584364,1.793896837379833,1.606797595421397,0.1554563567165811,0.5868938353497536,0.7423501920663347,2.89638467148262,3.123091708801241,-0.2267070373186206,0.2284761154030647,0.0869747837435064,0.3154508991465712,-0.2962474671832792
50,Kristaps Porzingis,porzikr01,2023,4381,2120,2.820652539285242,2.008523076239441,4.829175615524683,3.557773305004456,-0.2615047426850367,3.296268562319419,3.14331646067041,1.67495947184713,4.81827593251754,8.239962891663534,8.239962891663534,0.0,4.034577622429161,1.775832216905725,5.810409839334886,0.6650073504775579
51,Dwight Powell,poweldw01,2023,2969,1458,-1.690228095162282,1.223781808336179,-0.4664462868261037,4.711919065343483,0.5181386395587784,5.230057704902261,-0.4791727439205491,1.176472866429007,0.6973001225084576,2.559563149418791,2.559563149418791,0.0,-1.319707793141327,1.214138253955927,-0.1055695391853997,-0.188359730827634
52,Immanuel Quickley,quickim01,2023,5134,2519,1.917330548567428,0.7295314230739961,2.646861971641424,-2.96200071506301,8.442796843058108,5.480796127995097,0.9745061175065513,2.376847041447263,3.351353158953814,7.774905792033332,7.286247307476916,0.4886584845564153,1.143341540263307,2.658059074533546,3.801400614796852,-1.001869377469135
53,Austin Reaves,reaveau01,2023,5167,2422,2.817659263506273,1.140355626096606,3.958014889602879,3.078781928909539,2.925002845110092,6.003784774019631,3.037568478715913,1.568489603679132,4.606058082395045,9.196078677666751,6.453196059279733,2.742882618387017,2.095392421932228,1.456188282407124,3.551580704339352,0.0617503588403996
54,Paul Reed,reedpa01,2023,1874,912,-0.078723710984986,4.242986115894676,4.164262404909691,1.182434326396004,0.2374558676250938,1.419890194021098,0.1446776883646721,3.592513542248731,3.737191230613403,3.062790826013114,2.208906469652467,0.8538843563606467,-0.2927468937863513,3.375924956723018,3.083178062936666,-0.1824623917505259
55,Mitchell Robinson,robinmi01,2023,3802,1889,0.0440566039439517,2.471866265416563,2.515922869360514,3.170504634138871,1.234945158089821,4.405449792228692,0.6622656166170621,2.344548013105867,3.006813629722929,5.52574136847544,4.750208641474038,0.7755327270014015,0.8586663842519748,2.279932641538844,3.138599025790819,-0.7464921913704571
56,Domantas Sabonis,sabondo01,2023,6254,2979,2.161883622862331,1.114524363735487,3.276407986597818,3.239370132692204,-3.209886529785836,0.029483602906369,2.466118942395684,0.3167187972642185,2.782837739659902,8.410447935213242,8.658054592380731,-0.2476066571674896,2.232018499400017,0.8150719226355331,3.04709042203555,-0.3293023655225599
57,Marcus Smart,smartma01,2023,5478,2636,0.5829824484207844,1.127343275995881,1.710325724416665,1.305015935756839,-1.105496654667014,0.1995192810898244,0.7235717471741077,0.6914470751269899,1.415018822301098,5.745258701570233,3.675092035081611,2.070166666488622,0.9765420303597844,1.113618109506761,2.090160139866545,1.073911073724895
58,Fred VanVleet,vanvlfr01,2023,5188,2535,3.719554120568517,1.313895762069897,5.033449882638414,3.275341098633985,0.4086019752142395,3.683943073848225,3.84677032878986,1.196435129981736,5.043205458771595,10.01087025837324,10.01087025837324,0.0,4.269331381719242,2.641534506382493,6.910865888101736,-0.6862170884834783
59,Franz Wagner,wagnefr01,2023,5497,2609,0.6825461639833352,0.7198178798156198,1.402364043798955,0.907430087832475,5.874433930370094,6.78186401820257,0.8175434736634606,1.843662604173219,2.66120607783668,7.236108936215332,7.236108936215332,0.0,0.0129769218162027,1.510312766882635,1.523289688698838,0.4650700188748715
60,Lindy Waters III,waterli01,2023,1143,531,0.7883066344818557,-0.7522583478663332,0.0360482866155225,1.452291068824935,3.676860063525238,5.129151132350174,0.976657023260656,0.1239488890920854,1.100605912352741,1.038532785664184,1.038532785664184,0.0,0.5654280746096251,-0.4165763376074277,0.1488517370021973,-0.4507555535335204
61,Coby White,whiteco01,2023,3640,1730,0.552319077348048,0.128549372846001,0.680868450194049,2.887456108445052,0.6752342566160694,3.562690365061122,1.092354081036407,0.2133381912303906,1.305692272266798,3.572817008495654,3.572817008495654,0.0,0.341502488236533,0.4173077450240426,0.7588102332605754,-0.195215596081673
62,Derrick White,whitede01,2023,6019,2912,1.669940071272191,2.556053977757033,4.225994049029224,2.670247010394346,1.771956212856997,4.442203223251345,1.938167753849065,2.509252863948574,4.447420617797639,10.68571030987874,9.090793258971388,1.594917050907353,1.965707968684521,2.698546618935755,4.664254587620276,-0.3594081532272931
63,Kenrich Williams,willike04,2023,2559,1206,-0.8991193413279182,2.398359904246403,1.499240562918485,1.406680391106519,4.244486516210383,5.651166907316902,-0.483513900402782,2.919460665470122,2.43594676506734,3.167995427061518,3.167995427061518,0.0,-0.6032241808955601,2.140425446374125,1.537201265478565,-0.7251178831504106
64,Robert Williams III,williro04,2023,2571,1241,-0.5082867810673871,1.750377848285128,1.24209106721774,2.323931782362631,1.18231409042165,3.506245872784281,0.0309785898499934,1.702552748297995,1.733531338147989,2.878392211451256,1.51700618679014,1.361386024661116,-0.5503301413143226,0.5818224844665265,0.0314923431522039,-0.4067063996451361
65,Zion Williamson,willizi01,2023,2035,956,3.330086881719917,-0.0833817341630875,3.24670514755683,1.541650360318176,2.407120787181222,3.948771147499399,3.171237284065493,0.4159974848812129,3.587234768946706,3.123113347095049,3.123113347095049,0.0,1.813296468068513,-0.4792864495820928,1.33401001848642,1.048835713815737
66,Delon Wright,wrighde01,2023,2530,1221,0.9016509557359432,3.681013166304722,4.582664122040665,1.24378387145517,1.664353052359086,2.908136923814257,1.029985707491987,3.497377526726113,4.5273632342181,4.474903963570711,4.474903963570711,0.0,0.9705691917259393,4.067845631582744,5.038414823308683,-1.303791538045024
